obs # ,,video,camera,year,month,day,start time,time,focal bat,bat infected,behavior (letter),comment,
1 to x,scorer,file path on hard drive,"channel number (e.g. ""2"" for CH02)",year of video,month of video,day of video,AKA focal hour,00:30-60:00 (s),Bat ID (see bat key),T/F,see behavior key in project plan key,e.g don't know if self or social grooming,
88,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4400,cldw,T,g,,
89,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4430,cldw,T,g,,
90,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4500,cldw,T,g,,
91,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4530,cldw,T,g,,
92,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4600,cldw,T,g,,
93,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4630,cldw,T,g,,
94,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4700,cldw,T,g,,
95,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4730,cldw,T,g,,
96,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4800,cldw,T,g,,
97,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4830,cldw,T,g,,
98,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4900,cldw,T,g,,
99,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,4930,cldw,T,g,,
100,Michael A,CH02_2019-07-18_19_41_50__19_50_12.mp4,2,2019,07,18,19,5000,cldw,T,g,,
101,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5030,cldw,T,g,,
102,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5100,cldw,T,g,,
103,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5130,cldw,T,g,,
104,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5200,cldw,T,m,,
105,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5230,cldw,T,r,,
106,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5300,cldw,T,m,,
107,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5330,cldw,T,g,,
108,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5400,cldw,T,g,,
109,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5430,cldw,T,g,,
110,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5500,cldw,T,g,,
111,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5530,cldw,T,g,,
112,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5600,cldw,T,g,,
113,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5630,cldw,T,g,,
114,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5700,cldw,T,g,,
115,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5730,cldw,T,g,,
116,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5800,cldw,T,g,,
117,Michael A,CH02_2019-07-18_19_50_12__19_58_34.mp4,2,2019,07,18,19,5830,cldw,T,g,,
118,Michael A,CH02_2019-07-18_19_58_34__20_06_57.mp4,2,2019,07,18,19,5900,cldw,T,g,,
119,Michael A,CH02_2019-07-18_19_58_34__20_06_57.mp4,2,2019,07,18,19,5930,cldw,T,g,,
120,Michael A,CH02_2019-07-18_19_58_34__20_06_57.mp4,2,2019,07,18,19,6000,cldw,T,g,,
1,Michael A,CH02_2019-07-19_18_59_59__19_04_07.mp4,2,2019,07,19,19,0030,cldw,T,s,,
2,Michael A,CH02_2019-07-19_18_59_59__19_04_07.mp4,2,2019,07,19,19,0100,cldw,T,s,,
3,Michael A,CH02_2019-07-19_18_59_59__19_04_07.mp4,2,2019,07,19,19,0130,cldw,T,s,,
4,Michael A,CH02_2019-07-19_18_59_59__19_04_07.mp4,2,2019,07,19,19,0200,cldw,T,s,,
5,Michael A,CH02_2019-07-19_18_59_59__19_04_07.mp4,2,2019,07,19,19,0230,cldw,T,s,,
6,Michael A,CH02_2019-07-19_18_59_59__19_04_07.mp4,2,2019,07,19,19,0300,cldw,T,s,,
7,Michael A,CH02_2019-07-19_18_59_59__19_04_07.mp4,2,2019,07,19,19,0330,cldw,T,s,,
8,Michael A,CH02_2019-07-19_18_59_59__19_04_07.mp4,2,2019,07,19,19,0400,cldw,T,s,,
9,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0430,cldw,T,s,,
10,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0500,cldw,T,s,,
11,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0530,cldw,T,s,,
12,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0600,cldw,T,s,,
13,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0630,cldw,T,s,,
14,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0700,cldw,T,s,,
15,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0730,cldw,T,s,,
16,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0800,cldw,T,s,,
17,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0830,cldw,T,s,,
18,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0900,cldw,T,s,,
19,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,0930,cldw,T,s,,
20,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,1000,cldw,T,s,,
21,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,1030,cldw,T,s,,
22,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,1100,cldw,T,s,,
23,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,1130,cldw,T,s,,
24,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,1200,cldw,T,s,,
25,Michael A,CH02_2019-07-19_19_04_07__19_12_30.mp4,2,2019,07,19,19,1230,cldw,T,s,,
26,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1300,cldw,T,s,,
27,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1330,cldw,T,s,,
28,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1400,cldw,T,s,,
29,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1430,cldw,T,s,,
30,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1500,cldw,T,s,,
31,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1530,cldw,T,s,,
32,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1600,cldw,T,s,,
33,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1630,cldw,T,s,,
34,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1700,cldw,T,s,,
35,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1730,cldw,T,s,,
36,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1800,cldw,T,s,,
37,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1830,cldw,T,s,,
38,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1900,cldw,T,s,,
39,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,1930,cldw,T,s,,
40,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,2000,cldw,T,s,,
41,Michael A,CH02_2019-07-19_19_12_30__19_20_52.mp4,2,2019,07,19,19,2030,cldw,T,s,,
42,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2100,cldw,T,s,,
43,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2130,cldw,T,s,,
44,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2200,cldw,T,s,,
45,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2230,cldw,T,s,,
46,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2300,cldw,T,s,,
47,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2330,cldw,T,s,,
48,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2400,cldw,T,s,,
49,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2430,cldw,T,s,,
50,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2500,cldw,T,s,,
51,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2530,cldw,T,s,,
52,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2600,cldw,T,s,,
53,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2630,cldw,T,s,,
54,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2700,cldw,T,s,,
55,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2730,cldw,T,s,,
56,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2800,cldw,T,s,,
57,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2830,cldw,T,s,,
58,Michael A,CH02_2019-07-19_19_20_52__19_29_14.mp4,2,2019,07,19,19,2900,cldw,T,s,,
59,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,2930,cldw,T,s,,
60,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3000,cldw,T,s,,
61,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3030,cldw,T,s,,
62,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3100,cldw,T,s,,
63,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3130,cldw,T,s,,
64,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3200,cldw,T,s,,
65,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3230,cldw,T,s,,
66,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3300,cldw,T,s,,
67,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3330,cldw,T,s,,
68,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3400,cldw,T,s,,
69,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3430,cldw,T,s,,
70,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3500,cldw,T,s,,
71,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3530,cldw,T,s,,
72,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3600,cldw,T,s,,
73,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3630,cldw,T,s,,
74,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3700,cldw,T,s,,
75,Michael A,CH02_2019-07-19_19_29_14__19_37_36.mp4,2,2019,07,19,19,3730,cldw,T,s,,
76,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,3800,cldw,T,s,,
77,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,3830,cldw,T,g,,
78,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,3900,cldw,T,g,,
79,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,3930,cldw,T,g,,
80,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4000,cldw,T,g,,
81,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4030,cldw,T,g,,
82,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4100,cldw,T,g,,
83,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4130,cldw,T,g,,
84,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4200,cldw,T,sg,,
85,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4230,cldw,T,sg,,
86,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4300,cldw,T,sg,,
87,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4330,cldw,T,sh,,
88,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4400,cldw,T,sh,,
89,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4430,cldw,T,g,,
90,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4500,cldw,T,g,,
91,Michael A,CH02_2019-07-19_19_37_36__19_45_59.mp4,2,2019,07,19,19,4530,cldw,T,g,,
92,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,4600,cldw,T,g,,
93,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,4630,cldw,T,g,,
94,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,4700,cldw,T,g,,
95,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,4730,cldw,T,g,,
96,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,4800,cldw,T,g,,
97,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,4830,cldw,T,g,,
98,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,4900,cldw,T,g,,
99,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,4930,cldw,T,g,,
100,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,5000,cldw,T,g,,
101,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,5030,cldw,T,g,,
102,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,5100,cldw,T,g,,
103,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,5130,cldw,T,g,,
104,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,5200,cldw,T,g,,
105,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,5230,cldw,T,g,,
106,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,5300,cldw,T,g,,
107,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,5330,cldw,T,g,,
108,Michael A,CH02_2019-07-19_19_45_59__19_54_21.mp4,2,2019,07,19,19,5400,cldw,T,g,,
109,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0300,cldw,T,g,,
110,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0330,cldw,T,g,,
111,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0400,cldw,T,g,,
112,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0430,cldw,T,g,,
113,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0500,cldw,T,g,,
114,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0530,cldw,T,g,,
115,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0600,cldw,T,g,,
116,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0630,cldw,T,g,,
117,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0700,cldw,T,g,,
118,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0730,cldw,T,g,,
119,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0800,cldw,T,g,,
120,Michael A,CH02_2019-07-19_20_02_43__20_11_06.mp4,2,2019,07,19,20,0830,cldw,T,g,,
1,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0030,cldw,T,g,,
2,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0100,cldw,T,g,,
3,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0130,cldw,T,g,,
4,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0200,cldw,T,g,,
5,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0230,cldw,T,g,,
6,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0300,cldw,T,g,,
7,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0330,cldw,T,g,,
8,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0400,cldw,T,g,,
9,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0430,cldw,T,g,,
10,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0500,cldw,T,g,,
11,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0530,cldw,T,g,,
12,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0600,cldw,T,g,,
13,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0630,cldw,T,g,,
14,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0700,cldw,T,g,,
15,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0730,cldw,T,g,,
16,Michael A,CH03_2019-07-20_18_59_58__19_08_16.mp4,3,2019,07,20,19,0800,cldw,T,g,,
17,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,0830,cldw,T,g,,
18,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,0900,cldw,T,g,,
19,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,0930,cldw,T,r,,
20,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1000,cldw,T,r,,
21,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1030,cldw,T,r,,
22,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1100,cldw,T,r,,
23,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1130,cldw,T,r,,
24,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1200,cldw,T,r,,
25,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1230,cldw,T,r,,
26,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1300,cldw,T,r,,
27,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1330,cldw,T,r,,
28,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1400,cldw,T,r,,
29,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1430,cldw,T,r,,
30,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1500,cldw,T,r,,
31,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1530,cldw,T,r,,
32,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1600,cldw,T,r,,
33,Michael A,CH03_2019-07-20_19_08_16__19_16_38.mp4,3,2019,07,20,19,1630,cldw,T,r,,
34,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,1700,cldw,T,r,,
35,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,1730,cldw,T,r,,
36,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,1800,cldw,T,r,,
37,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,1830,cldw,T,r,,
38,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,1900,cldw,T,r,,
39,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,1930,cldw,T,r,,
40,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2000,cldw,T,r,,
41,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2030,cldw,T,r,,
42,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2100,cldw,T,r,,
43,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2130,cldw,T,r,,
44,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2200,cldw,T,r,,
45,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2230,cldw,T,r,,
46,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2300,cldw,T,r,,
47,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2330,cldw,T,r,,
48,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2400,cldw,T,r,,
49,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2430,cldw,T,g,,
50,Michael A,CH03_2019-07-20_19_16_38__19_25_01.mp4,3,2019,07,20,19,2500,cldw,T,sg,,
51,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,2530,cldw,T,sg,,
52,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,2600,cldw,T,sg,,
53,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,2630,cldw,T,sg,,
54,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,2700,cldw,T,sg,,
55,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,2730,cldw,T,sg,,
56,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,2800,cldw,T,sg,,
57,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,2830,cldw,T,sh,,
58,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,2900,cldw,T,sh,,
59,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,2930,cldw,T,sh,,
60,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,3000,cldw,T,sh,,
61,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,3030,cldw,T,sg,,
62,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,3100,cldw,T,m,,
63,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,3130,cldw,T,m,,
64,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,3200,cldw,T,m,,
65,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,3230,cldw,T,m,,
66,Michael A,CH03_2019-07-20_19_25_01__19_33_23.mp4,3,2019,07,20,19,3300,cldw,T,g,,
67,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3330,cldw,T,g,,
68,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3400,cldw,T,g,,
69,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3430,cldw,T,g,,
70,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3500,cldw,T,g,,
71,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3530,cldw,T,g,,
72,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3600,cldw,T,g,,
73,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3630,cldw,T,g,,
74,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3700,cldw,T,g,,
75,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3730,cldw,T,g,,
76,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3800,cldw,T,g,,
77,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3830,cldw,T,g,,
78,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3900,cldw,T,g,,
79,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,3930,cldw,T,g,,
80,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,4000,cldw,T,g,,
81,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,4030,cldw,T,g,,
82,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,4100,cldw,T,g,,
83,Michael A,CH03_2019-07-20_19_33_23__19_41_45.mp4,3,2019,07,20,19,4130,cldw,T,g,,
84,Michael A,CH03_2019-07-20_19_41_45__19_50_07.mp4,3,2019,07,20,19,4200,cldw,T,g,,
85,Michael A,CH03_2019-07-20_19_41_45__19_50_07.mp4,3,2019,07,20,19,4230,cldw,T,g,,
